Year,Month_reported,State, Crime_rate ,Crime_occurrence_frequency,Armed Robbery,Kidnapping,Oil Bunkering,Piracy,Cultism,Human Trafficking,Drug Trafficking,Vandalism,UnemploymentRate,PovertyRate,Most_prevalent_crime
2018,1,Akwa_Ibom, 5.2 ,33,Yes,No,Yes,Yes,No,Yes,No,Yes,36,55,Armed Robbery
2018,2,Akwa_Ibom, 41.9 ,58,No,Yes,No,Yes,Yes,Yes,Yes,No,36,55,Kidnapping
2018,3,Akwa_Ibom, 7.6 ,49,Yes,Yes,Yes,Yes,Yes,Yes,No,No,36,55,Armed Robbery
2018,4,Akwa_Ibom, 4.1 ,17,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2018,5,Akwa_Ibom, 32.1 ,42,Yes,Yes,No,Yes,Yes,No,Yes,Yes,36,55,Armed Robbery
2018,6,Akwa_Ibom, 23.6 ,94,No,No,No,No,No,No,Yes,No,36,55,Drug Trafficking
2018,7,Akwa_Ibom, 45.4 ,72,Yes,Yes,No,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2018,8,Akwa_Ibom, 18.2 ,40,No,Yes,No,Yes,No,Yes,No,Yes,36,55,Kidnapping
2018,9,Akwa_Ibom, 14.4 ,46,Yes,No,Yes,Yes,No,No,Yes,No,36,55,Armed Robbery
2018,10,Akwa_Ibom, 25.0 ,71,Yes,No,Yes,Yes,No,No,Yes,Yes,36,55,Armed Robbery
2018,11,Akwa_Ibom, 22.8 ,70,Yes,No,Yes,No,No,No,No,Yes,36,55,Armed Robbery
2018,12,Akwa_Ibom, 17.2 ,68,No,Yes,No,Yes,No,No,No,Yes,36,55,Kidnapping
2019,1,Akwa_Ibom, 34.7 ,1,Yes,Yes,No,No,Yes,Yes,No,No,36,55,Armed Robbery
2019,2,Akwa_Ibom, 38.0 ,79,Yes,No,No,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2019,3,Akwa_Ibom, 42.6 ,95,No,No,No,No,No,No,No,Yes,36,55,Vandalism
2019,4,Akwa_Ibom, 48.6 ,89,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2019,5,Akwa_Ibom, 13.3 ,97,No,No,Yes,No,Yes,No,Yes,No,36,55,Oil Bunkering
2019,6,Akwa_Ibom, 35.8 ,52,No,No,No,Yes,No,No,No,No,36,55,Piracy
2019,7,Akwa_Ibom, 19.7 ,35,Yes,No,No,Yes,No,No,No,No,36,55,Armed Robbery
2019,8,Akwa_Ibom, 33.9 ,69,No,Yes,No,Yes,Yes,Yes,No,Yes,36,55,Kidnapping
2019,9,Akwa_Ibom, 23.8 ,5,Yes,Yes,Yes,Yes,No,No,Yes,No,36,55,Armed Robbery
2019,10,Akwa_Ibom, 49.7 ,17,No,Yes,Yes,Yes,Yes,Yes,Yes,No,36,55,Kidnapping
2019,11,Akwa_Ibom, 36.4 ,53,No,No,Yes,No,Yes,Yes,Yes,Yes,36,55,Oil Bunkering
2019,12,Akwa_Ibom, 47.6 ,52,Yes,No,No,No,No,No,Yes,Yes,36,55,Armed Robbery
2020,1,Akwa_Ibom, 41.7 ,14,No,No,No,Yes,Yes,Yes,Yes,No,36,55,Piracy
2020,2,Akwa_Ibom, 45.1 ,29,No,No,Yes,No,No,Yes,Yes,No,36,55,Oil Bunkering
2020,3,Akwa_Ibom, 40.7 ,8,No,No,No,Yes,No,No,No,Yes,36,55,Piracy
2020,4,Akwa_Ibom, 23.0 ,98,No,No,Yes,No,No,Yes,Yes,No,36,55,Oil Bunkering
2020,5,Akwa_Ibom, 12.6 ,1,No,Yes,No,No,Yes,Yes,No,Yes,36,55,Kidnapping
2020,6,Akwa_Ibom, 18.5 ,29,Yes,Yes,Yes,No,No,No,No,Yes,36,55,Armed Robbery
2020,7,Akwa_Ibom, 1.0 ,36,No,No,No,No,Yes,No,No,No,36,55,Cultism
2020,8,Akwa_Ibom, 26.2 ,51,Yes,Yes,Yes,No,No,Yes,No,No,36,55,Armed Robbery
2020,9,Akwa_Ibom, 25.3 ,37,No,No,Yes,Yes,No,No,No,No,36,55,Oil Bunkering
2020,10,Akwa_Ibom, 26.3 ,93,Yes,Yes,Yes,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2020,11,Akwa_Ibom, 48.7 ,69,Yes,No,Yes,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2020,12,Akwa_Ibom, 45.6 ,53,No,No,Yes,Yes,No,Yes,Yes,No,36,55,Oil Bunkering
2021,1,Akwa_Ibom, 8.1 ,96,No,Yes,Yes,No,Yes,No,Yes,No,36,55,Kidnapping
2021,2,Akwa_Ibom, 18.4 ,52,No,Yes,No,Yes,Yes,Yes,No,No,36,55,Kidnapping
2021,3,Akwa_Ibom, 21.2 ,88,Yes,No,No,No,Yes,No,No,Yes,36,55,Armed Robbery
2021,4,Akwa_Ibom, 18.0 ,83,No,No,No,No,No,No,No,No,36,55,Human Trafficking
2021,5,Akwa_Ibom, 39.9 ,12,Yes,Yes,Yes,No,Yes,Yes,Yes,No,36,55,Armed Robbery
2021,6,Akwa_Ibom, 26.2 ,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36,55,Armed Robbery
2021,7,Akwa_Ibom, 28.6 ,1,Yes,No,No,Yes,No,No,Yes,Yes,36,55,Armed Robbery
2021,8,Akwa_Ibom, 42.7 ,7,No,Yes,Yes,No,Yes,No,Yes,Yes,36,55,Kidnapping
2021,9,Akwa_Ibom, 40.3 ,17,No,No,Yes,No,No,No,No,Yes,36,55,Oil Bunkering
2021,10,Akwa_Ibom, 6.6 ,98,Yes,No,Yes,Yes,No,No,No,Yes,36,55,Armed Robbery
2021,11,Akwa_Ibom, 35.7 ,43,Yes,No,Yes,Yes,Yes,Yes,Yes,No,36,55,Armed Robbery
2021,12,Akwa_Ibom, 21.8 ,71,No,No,Yes,Yes,No,No,Yes,Yes,36,55,Oil Bunkering
2022,1,Akwa_Ibom, 14.7 ,17,Yes,Yes,No,Yes,Yes,Yes,No,Yes,36,55,Armed Robbery
2022,2,Akwa_Ibom, 2.5 ,59,No,Yes,No,Yes,Yes,Yes,No,Yes,36,55,Kidnapping
2022,3,Akwa_Ibom, 24.4 ,3,Yes,Yes,No,No,Yes,No,No,Yes,36,55,Armed Robbery
2022,4,Akwa_Ibom, 17.8 ,29,No,Yes,No,Yes,Yes,Yes,No,Yes,36,55,Kidnapping
2022,5,Akwa_Ibom, 12.6 ,22,Yes,Yes,No,No,No,Yes,Yes,Yes,36,55,Armed Robbery
2022,6,Akwa_Ibom, 34.7 ,38,No,Yes,Yes,No,No,No,No,Yes,36,55,Kidnapping
2022,7,Akwa_Ibom, 38.5 ,54,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,36,55,Armed Robbery
2022,8,Akwa_Ibom, 12.2 ,93,No,No,Yes,Yes,Yes,Yes,No,No,36,55,Oil Bunkering
2022,9,Akwa_Ibom, 2.5 ,50,No,Yes,Yes,No,No,No,No,No,36,55,Kidnapping
2022,10,Akwa_Ibom, 42.4 ,69,Yes,Yes,No,Yes,Yes,No,Yes,No,36,55,Armed Robbery
2022,11,Akwa_Ibom, 0.5 ,30,Yes,No,No,No,No,No,Yes,Yes,36,55,Armed Robbery
2022,12,Akwa_Ibom, 46.9 ,23,No,Yes,No,Yes,Yes,No,Yes,Yes,36,55,Kidnapping
2000,1,Bayelsa, 31.4 ,85,Yes,Yes,Yes,Yes,No,No,Yes,Yes,40,62,Armed Robbery
2000,2,Bayelsa, 16.1 ,90,No,No,No,Yes,No,No,Yes,No,40,62,Piracy
2000,3,Bayelsa, 12.3 ,47,Yes,Yes,Yes,No,No,No,Yes,Yes,40,62,Armed Robbery
2000,4,Bayelsa, 0.5 ,21,No,Yes,No,Yes,Yes,Yes,No,Yes,40,62,Kidnapping
2000,5,Bayelsa, 11.8 ,20,No,Yes,No,No,Yes,Yes,No,Yes,40,62,Kidnapping
2000,6,Bayelsa, 6.9 ,23,No,No,Yes,Yes,Yes,No,No,No,40,62,Oil Bunkering
2000,7,Bayelsa, 30.6 ,68,No,Yes,Yes,No,Yes,Yes,No,No,40,62,Kidnapping
2000,8,Bayelsa, 8.3 ,21,No,Yes,No,Yes,Yes,Yes,Yes,Yes,40,62,Kidnapping
2000,9,Bayelsa, 26.4 ,21,No,No,No,No,No,No,No,No,40,62,Oil Bunkering
2000,10,Bayelsa, 29.5 ,1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,40,62,Armed Robbery
2000,11,Bayelsa, 14.9 ,15,Yes,No,No,No,No,No,No,Yes,40,62,Armed Robbery
2000,12,Bayelsa, 1.8 ,17,Yes,No,No,No,No,Yes,No,No,40,62,Armed Robbery
2001,1,Bayelsa, 1.9 ,51,No,Yes,Yes,No,No,No,No,No,40,62,Kidnapping
2001,2,Bayelsa, 1.3 ,63,No,No,No,No,No,Yes,Yes,No,40,62,Human Trafficking
2001,3,Bayelsa, 37.0 ,14,No,No,Yes,Yes,No,Yes,No,No,40,62,Oil Bunkering
2001,4,Bayelsa, 15.9 ,59,No,Yes,No,No,Yes,Yes,Yes,Yes,40,62,Kidnapping
2001,5,Bayelsa, 39.8 ,83,Yes,No,Yes,No,No,No,Yes,Yes,40,62,Armed Robbery
2001,6,Bayelsa, 21.6 ,50,Yes,No,No,No,Yes,Yes,No,No,40,62,Armed Robbery
2001,7,Bayelsa, 22.6 ,34,No,Yes,Yes,Yes,No,Yes,Yes,No,40,62,Kidnapping
2001,8,Bayelsa, 25.6 ,6,Yes,Yes,No,Yes,No,No,Yes,Yes,40,62,Armed Robbery
2001,9,Bayelsa, 35.7 ,49,Yes,Yes,Yes,Yes,Yes,No,No,Yes,40,62,Armed Robbery
2001,10,Bayelsa, 13.7 ,6,No,No,No,No,No,Yes,No,Yes,40,62,Human Trafficking
2001,11,Bayelsa, 6.1 ,69,Yes,Yes,No,Yes,Yes,Yes,No,Yes,40,62,Armed Robbery
2001,12,Bayelsa, 27.8 ,7,No,No,No,Yes,No,Yes,No,No,40,62,Piracy
2002,1,Bayelsa, 16.3 ,97,Yes,No,No,No,Yes,Yes,No,No,40,62,Armed Robbery
2002,2,Bayelsa, 22.1 ,77,No,No,No,No,No,No,No,No,40,62,Piracy
2002,3,Bayelsa, 32.3 ,51,No,No,No,Yes,Yes,Yes,Yes,Yes,40,62,Piracy
2002,4,Bayelsa, 24.7 ,1,No,No,No,No,Yes,Yes,No,Yes,40,62,Cultism
2002,5,Bayelsa, 31.0 ,13,No,No,No,No,No,No,No,No,40,62,Armed Robbery
2002,6,Bayelsa, 27.2 ,43,Yes,No,No,No,No,Yes,Yes,No,40,62,Armed Robbery
2002,7,Bayelsa, 37.0 ,27,No,Yes,Yes,No,Yes,Yes,No,No,40,62,Kidnapping
2002,8,Bayelsa, 35.3 ,71,No,Yes,Yes,Yes,No,Yes,Yes,Yes,40,62,Kidnapping
2002,9,Bayelsa, 26.7 ,3,No,No,No,No,Yes,No,No,No,40,62,Cultism
2002,10,Bayelsa, 33.9 ,58,Yes,No,Yes,Yes,No,No,No,Yes,40,62,Armed Robbery
2002,11,Bayelsa, 43.7 ,89,No,Yes,No,Yes,Yes,Yes,Yes,No,40,62,Kidnapping
2002,12,Bayelsa, 21.6 ,97,Yes,No,No,Yes,No,Yes,No,No,40,62,Armed Robbery
2003,1,Bayelsa, 20.6 ,17,No,Yes,Yes,Yes,Yes,No,Yes,No,40,62,Kidnapping
2003,2,Bayelsa, 38.2 ,45,Yes,Yes,No,No,No,Yes,No,Yes,40,62,Armed Robbery
2003,3,Bayelsa, 29.1 ,78,Yes,Yes,No,No,Yes,Yes,No,Yes,40,62,Armed Robbery
2003,4,Bayelsa, 3.6 ,58,No,No,Yes,No,Yes,No,Yes,Yes,40,62,Oil Bunkering
2003,5,Bayelsa, 44.6 ,56,Yes,No,Yes,Yes,No,No,No,Yes,40,62,Armed Robbery
2003,6,Bayelsa, 1.5 ,54,No,Yes,No,Yes,No,No,No,Yes,40,62,Kidnapping
2003,7,Bayelsa, 37.4 ,87,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,62,Kidnapping
2003,8,Bayelsa, 37.9 ,88,No,Yes,Yes,No,Yes,Yes,No,No,40,62,Kidnapping
2003,9,Bayelsa, 47.7 ,29,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2003,10,Bayelsa, 2.7 ,54,Yes,Yes,Yes,No,Yes,Yes,No,No,40,62,Armed Robbery
2003,11,Bayelsa, 29.8 ,27,No,No,Yes,No,No,No,Yes,Yes,40,62,Oil Bunkering
2003,12,Bayelsa, 21.4 ,45,No,Yes,No,No,Yes,Yes,No,No,40,62,Kidnapping
2004,1,Bayelsa, 16.5 ,87,Yes,No,Yes,No,Yes,Yes,Yes,No,40,62,Armed Robbery
2004,2,Bayelsa, 4.5 ,31,No,Yes,Yes,Yes,Yes,No,Yes,Yes,40,62,Kidnapping
2004,3,Bayelsa, 28.1 ,36,No,No,No,No,No,No,No,No,40,62,Kidnapping
2004,4,Bayelsa, 24.0 ,81,No,No,No,Yes,Yes,Yes,No,Yes,40,62,Piracy
2004,5,Bayelsa, 5.2 ,61,Yes,No,No,No,No,No,Yes,Yes,40,62,Armed Robbery
2004,6,Bayelsa, 30.6 ,37,Yes,No,Yes,Yes,No,No,No,Yes,40,62,Armed Robbery
2004,7,Bayelsa, 36.9 ,67,Yes,No,No,Yes,No,Yes,Yes,Yes,40,62,Armed Robbery
2004,8,Bayelsa, 38.4 ,36,No,No,No,No,No,Yes,No,No,40,62,Human Trafficking
2004,9,Bayelsa, 45.3 ,5,No,Yes,Yes,No,No,Yes,No,Yes,40,62,Kidnapping
2004,10,Bayelsa, 20.5 ,46,No,No,No,No,No,Yes,Yes,No,40,62,Human Trafficking
2004,11,Bayelsa, 47.7 ,79,Yes,Yes,No,Yes,No,No,Yes,No,40,62,Armed Robbery
2004,12,Bayelsa, 43.3 ,52,No,No,No,No,Yes,No,No,No,40,62,Cultism
2005,1,Bayelsa, 14.8 ,49,No,No,No,No,Yes,Yes,No,Yes,40,62,Cultism
2005,2,Bayelsa, 8.0 ,6,No,Yes,Yes,Yes,No,Yes,No,No,40,62,Kidnapping
2005,3,Bayelsa, 21.8 ,10,No,No,No,No,Yes,No,No,Yes,40,62,Cultism
2005,4,Bayelsa, 20.1 ,96,Yes,Yes,No,Yes,Yes,Yes,No,No,40,62,Armed Robbery
2005,5,Bayelsa, 28.8 ,23,Yes,Yes,Yes,No,No,Yes,Yes,Yes,40,62,Armed Robbery
2005,6,Bayelsa, 29.2 ,17,No,Yes,No,Yes,Yes,Yes,No,Yes,40,62,Kidnapping
2005,7,Bayelsa, 37.5 ,84,Yes,Yes,Yes,Yes,No,Yes,No,Yes,40,62,Armed Robbery
2005,8,Bayelsa, 25.5 ,44,Yes,No,Yes,No,Yes,No,Yes,Yes,40,62,Armed Robbery
2005,9,Bayelsa, 5.2 ,41,No,No,Yes,Yes,No,Yes,Yes,No,40,62,Oil Bunkering
2005,10,Bayelsa, 42.9 ,15,No,Yes,No,No,No,No,Yes,No,40,62,Kidnapping
2005,11,Bayelsa, 15.5 ,44,Yes,No,Yes,No,Yes,Yes,No,Yes,40,62,Armed Robbery
2005,12,Bayelsa, 48.6 ,58,No,No,Yes,Yes,Yes,Yes,Yes,No,40,62,Oil Bunkering
2006,1,Bayelsa, 5.9 ,86,Yes,Yes,Yes,No,No,No,Yes,Yes,40,62,Armed Robbery
2006,2,Bayelsa, 47.9 ,50,No,No,No,Yes,No,Yes,Yes,Yes,40,62,Piracy
2006,3,Bayelsa, 4.6 ,52,Yes,Yes,No,Yes,No,No,Yes,No,40,62,Armed Robbery
2006,4,Bayelsa, 11.6 ,70,No,Yes,No,Yes,Yes,Yes,No,Yes,40,62,Kidnapping
2006,5,Bayelsa, 2.3 ,68,Yes,No,No,Yes,Yes,Yes,No,Yes,40,62,Armed Robbery
2006,6,Bayelsa, 35.3 ,63,Yes,No,No,Yes,Yes,Yes,No,Yes,40,62,Armed Robbery
2006,7,Bayelsa, 42.5 ,58,Yes,No,No,Yes,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2006,8,Bayelsa, 21.7 ,23,No,Yes,No,Yes,No,Yes,Yes,Yes,40,62,Kidnapping
2006,9,Bayelsa, 46.4 ,44,Yes,Yes,Yes,Yes,No,No,Yes,No,40,62,Armed Robbery
2006,10,Bayelsa, 29.5 ,83,Yes,No,Yes,No,No,No,Yes,No,40,62,Armed Robbery
2006,11,Bayelsa, 31.5 ,95,No,No,Yes,No,No,Yes,Yes,No,40,62,Oil Bunkering
2006,12,Bayelsa, 42.3 ,44,No,No,Yes,Yes,Yes,Yes,Yes,Yes,40,62,Oil Bunkering
2007,1,Bayelsa, 14.8 ,52,Yes,No,No,No,No,No,No,Yes,40,62,Armed Robbery
2007,2,Bayelsa, 17.7 ,67,Yes,Yes,Yes,No,No,No,No,Yes,40,62,Armed Robbery
2007,3,Bayelsa, 45.3 ,28,No,No,Yes,No,Yes,Yes,Yes,Yes,40,62,Oil Bunkering
2007,4,Bayelsa, 45.0 ,67,No,Yes,Yes,No,Yes,Yes,No,Yes,40,62,Kidnapping
2007,5,Bayelsa, 48.8 ,78,No,Yes,Yes,No,No,No,Yes,Yes,40,62,Kidnapping
2007,6,Bayelsa, 45.1 ,18,No,No,No,No,Yes,Yes,Yes,No,40,62,Cultism
2007,7,Bayelsa, 6.4 ,27,No,No,No,Yes,No,No,No,Yes,40,62,Piracy
2007,8,Bayelsa, 41.2 ,51,Yes,No,No,No,Yes,Yes,Yes,No,40,62,Armed Robbery
2007,9,Bayelsa, 20.5 ,60,No,Yes,Yes,No,Yes,No,No,Yes,40,62,Kidnapping
2007,10,Bayelsa, 49.5 ,74,Yes,No,No,No,No,No,Yes,No,40,62,Armed Robbery
2007,11,Bayelsa, 23.6 ,49,Yes,No,Yes,No,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2007,12,Bayelsa, 27.7 ,15,Yes,Yes,No,Yes,No,No,No,No,40,62,Armed Robbery
2008,1,Bayelsa, 26.5 ,83,No,No,No,Yes,Yes,Yes,Yes,No,40,62,Piracy
2008,2,Bayelsa, 16.1 ,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2008,3,Bayelsa, 3.8 ,68,Yes,No,No,Yes,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2008,4,Bayelsa, 44.8 ,15,No,Yes,No,No,Yes,Yes,No,No,40,62,Kidnapping
2008,5,Bayelsa, 40.1 ,51,Yes,No,Yes,Yes,Yes,No,Yes,Yes,40,62,Armed Robbery
2008,6,Bayelsa, 7.0 ,48,Yes,No,No,Yes,No,Yes,Yes,Yes,40,62,Armed Robbery
2008,7,Bayelsa, 38.8 ,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,62,Kidnapping
2008,8,Bayelsa, 31.3 ,1,Yes,Yes,Yes,Yes,No,Yes,No,No,40,62,Armed Robbery
2008,9,Bayelsa, 20.5 ,7,Yes,No,Yes,No,Yes,Yes,No,Yes,40,62,Armed Robbery
2008,10,Bayelsa, 12.7 ,53,Yes,Yes,Yes,Yes,No,No,No,No,40,62,Armed Robbery
2008,11,Bayelsa, 43.0 ,31,No,Yes,Yes,No,Yes,Yes,No,No,40,62,Kidnapping
2008,12,Bayelsa, 35.0 ,18,No,Yes,No,Yes,No,No,No,Yes,40,62,Kidnapping
2009,1,Bayelsa, 27.4 ,12,No,Yes,No,No,No,No,Yes,No,40,62,Kidnapping
2009,2,Bayelsa, 30.5 ,48,Yes,No,No,No,Yes,No,No,Yes,40,62,Armed Robbery
2009,3,Bayelsa, 4.6 ,30,Yes,No,No,Yes,Yes,Yes,No,Yes,40,62,Armed Robbery
2009,4,Bayelsa, 23.7 ,97,No,Yes,Yes,Yes,Yes,Yes,Yes,No,40,62,Kidnapping
2009,5,Bayelsa, 9.7 ,7,Yes,Yes,No,Yes,No,Yes,No,No,40,62,Armed Robbery
2009,6,Bayelsa, 10.4 ,92,Yes,Yes,No,Yes,No,Yes,Yes,No,40,62,Armed Robbery
2009,7,Bayelsa, 33.1 ,3,No,Yes,Yes,No,Yes,No,No,No,40,62,Kidnapping
2009,8,Bayelsa, 45.6 ,63,No,No,Yes,No,Yes,No,Yes,No,40,62,Oil Bunkering
2009,9,Bayelsa, 20.2 ,6,Yes,No,No,Yes,No,Yes,Yes,Yes,40,62,Armed Robbery
2009,10,Bayelsa, 10.4 ,95,Yes,Yes,No,Yes,No,Yes,No,No,40,62,Armed Robbery
2009,11,Bayelsa, 32.4 ,15,Yes,Yes,Yes,No,Yes,Yes,No,Yes,40,62,Armed Robbery
2009,12,Bayelsa, 43.6 ,71,No,Yes,No,Yes,No,Yes,Yes,Yes,40,62,Kidnapping
2010,1,Bayelsa, 37.4 ,43,No,No,No,No,Yes,Yes,Yes,No,40,62,Cultism
2010,2,Bayelsa, 43.4 ,94,No,Yes,No,Yes,Yes,Yes,Yes,No,40,62,Kidnapping
2010,3,Bayelsa, 26.8 ,91,No,No,No,No,Yes,Yes,Yes,No,40,62,Cultism
2010,4,Bayelsa, 37.6 ,81,Yes,Yes,Yes,No,No,No,Yes,No,40,62,Armed Robbery
2010,5,Bayelsa, 7.0 ,18,No,No,Yes,No,No,No,Yes,No,40,62,Oil Bunkering
2010,6,Bayelsa, 17.4 ,22,No,Yes,Yes,No,No,No,Yes,Yes,40,62,Kidnapping
2010,7,Bayelsa, 19.5 ,61,No,No,No,No,No,No,No,Yes,40,62,Vandalism
2010,8,Bayelsa, 25.6 ,61,No,Yes,No,Yes,Yes,Yes,Yes,Yes,40,62,Kidnapping
2010,9,Bayelsa, 46.5 ,53,No,Yes,No,No,No,Yes,No,No,40,62,Kidnapping
2010,10,Bayelsa, 43.7 ,26,Yes,Yes,No,Yes,Yes,Yes,No,No,40,62,Armed Robbery
2010,11,Bayelsa, 6.7 ,91,Yes,No,No,No,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2010,12,Bayelsa, 8.6 ,40,No,Yes,Yes,No,Yes,Yes,Yes,No,40,62,Kidnapping
2011,1,Bayelsa, 17.9 ,88,Yes,No,No,Yes,No,No,No,No,40,62,Armed Robbery
2011,2,Bayelsa, 14.5 ,8,No,No,No,Yes,Yes,Yes,Yes,No,40,62,Piracy
2011,3,Bayelsa, 30.7 ,21,No,Yes,Yes,Yes,Yes,No,Yes,Yes,40,62,Kidnapping
2011,4,Bayelsa, 45.1 ,93,Yes,Yes,No,Yes,No,Yes,No,No,40,62,Armed Robbery
2011,5,Bayelsa, 48.1 ,43,Yes,Yes,Yes,No,Yes,No,No,Yes,40,62,Armed Robbery
2011,6,Bayelsa, 32.7 ,21,No,No,Yes,Yes,No,Yes,No,No,40,62,Oil Bunkering
2011,7,Bayelsa, 41.9 ,3,No,Yes,Yes,No,No,No,Yes,No,40,62,Kidnapping
2011,8,Bayelsa, 26.3 ,31,No,No,Yes,Yes,No,Yes,Yes,Yes,40,62,Oil Bunkering
2011,9,Bayelsa, 10.4 ,27,Yes,No,Yes,Yes,Yes,Yes,No,No,40,62,Armed Robbery
2011,10,Bayelsa, 26.2 ,27,No,Yes,No,No,No,Yes,Yes,No,40,62,Kidnapping
2011,11,Bayelsa, 27.8 ,73,No,Yes,Yes,No,No,Yes,No,No,40,62,Kidnapping
2011,12,Bayelsa, 37.1 ,57,No,Yes,Yes,Yes,No,No,Yes,Yes,40,62,Kidnapping
2012,1,Bayelsa, 11.0 ,97,Yes,Yes,No,No,No,Yes,No,No,40,62,Armed Robbery
2012,2,Bayelsa, 18.4 ,33,No,Yes,No,No,Yes,No,Yes,No,40,62,Kidnapping
2012,3,Bayelsa, 18.2 ,90,No,Yes,Yes,No,No,Yes,No,No,40,62,Kidnapping
2012,4,Bayelsa, 48.0 ,92,Yes,No,No,No,Yes,No,Yes,No,40,62,Armed Robbery
2012,5,Bayelsa, 22.2 ,44,No,No,No,No,No,Yes,Yes,No,40,62,Human Trafficking
2012,6,Bayelsa, 37.8 ,43,No,No,Yes,No,Yes,Yes,No,Yes,40,62,Oil Bunkering
2012,7,Bayelsa, 37.5 ,31,Yes,Yes,Yes,No,No,No,Yes,Yes,40,62,Armed Robbery
2012,8,Bayelsa, 13.3 ,65,No,No,No,No,Yes,Yes,Yes,No,40,62,Cultism
2012,9,Bayelsa, 28.6 ,84,Yes,No,Yes,Yes,No,Yes,No,No,40,62,Armed Robbery
2012,10,Bayelsa, 44.7 ,76,Yes,No,Yes,No,Yes,No,Yes,Yes,40,62,Armed Robbery
2012,11,Bayelsa, 23.8 ,17,No,No,No,Yes,Yes,Yes,Yes,No,40,62,Piracy
2012,12,Bayelsa, 47.3 ,15,No,No,Yes,No,Yes,No,Yes,No,40,62,Oil Bunkering
2013,1,Bayelsa, 10.7 ,34,No,Yes,Yes,No,No,Yes,No,No,40,62,Kidnapping
2013,2,Bayelsa, 3.7 ,80,No,Yes,Yes,No,Yes,No,No,No,40,62,Kidnapping
2013,3,Bayelsa, 44.6 ,4,Yes,No,Yes,No,Yes,No,No,No,40,62,Armed Robbery
2013,4,Bayelsa, 42.4 ,72,No,No,Yes,Yes,Yes,No,No,No,40,62,Oil Bunkering
2013,5,Bayelsa, 49.6 ,98,Yes,No,No,Yes,Yes,No,No,No,40,62,Armed Robbery
2013,6,Bayelsa, 34.0 ,89,No,Yes,No,No,No,Yes,Yes,No,40,62,Kidnapping
2013,7,Bayelsa, 46.8 ,79,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,62,Kidnapping
2013,8,Bayelsa, 41.3 ,28,No,No,No,No,Yes,No,No,Yes,40,62,Cultism
2013,9,Bayelsa, 42.2 ,73,Yes,Yes,Yes,No,Yes,Yes,Yes,No,40,62,Armed Robbery
2013,10,Bayelsa, 28.5 ,2,No,Yes,Yes,Yes,No,Yes,Yes,No,40,62,Kidnapping
2013,11,Bayelsa, 19.1 ,17,No,No,Yes,Yes,Yes,Yes,Yes,No,40,62,Oil Bunkering
2013,12,Bayelsa, 46.7 ,58,No,Yes,Yes,No,Yes,No,Yes,No,40,62,Kidnapping
2014,1,Bayelsa, 21.6 ,74,No,Yes,Yes,No,Yes,Yes,No,Yes,40,62,Kidnapping
2014,2,Bayelsa, 26.9 ,9,Yes,No,No,Yes,Yes,Yes,No,Yes,40,62,Armed Robbery
2014,3,Bayelsa, 22.3 ,31,No,Yes,No,No,No,No,Yes,Yes,40,62,Kidnapping
2014,4,Bayelsa, 28.2 ,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,62,Armed Robbery
2014,5,Bayelsa, 23.5 ,88,Yes,No,No,No,Yes,No,No,No,40,62,Armed Robbery
2014,6,Bayelsa, 2.4 ,62,Yes,Yes,Yes,No,No,No,Yes,No,40,62,Armed Robbery
2014,7,Bayelsa, 44.1 ,19,Yes,Yes,No,Yes,No,No,Yes,No,40,62,Armed Robbery
2014,8,Bayelsa, 22.2 ,81,Yes,No,Yes,Yes,No,Yes,Yes,Yes,40,62,Armed Robbery
2014,9,Bayelsa, 29.4 ,74,Yes,No,No,Yes,Yes,Yes,No,No,40,62,Armed Robbery
2014,10,Bayelsa, 7.0 ,55,No,No,Yes,No,No,No,No,No,40,62,Oil Bunkering
2014,11,Bayelsa, 0.2 ,28,Yes,Yes,Yes,No,Yes,No,Yes,Yes,40,62,Armed Robbery
2014,12,Bayelsa, 12.3 ,92,Yes,No,No,No,No,No,Yes,Yes,40,62,Armed Robbery
2015,1,Bayelsa, 35.2 ,50,Yes,Yes,No,No,Yes,No,Yes,Yes,40,62,Armed Robbery
2015,2,Bayelsa, 5.0 ,65,No,No,Yes,Yes,No,No,Yes,Yes,40,62,Oil Bunkering
